Sample,ROI,Depolarization_Start_Time_s,Peak_Time_s,Amplitude,APD50_s,APD90_s,APD50_90_Ratio,Upstroke_Time_s,Repolarization_Time_s,Repolarization_Level
CRISPH222P_PreISO011,#1 (Mono - Tx Red),9.527,9.677,0.010351904352115207,0.27000000000000135,0.3410000000000011,0.7917888563049867,0.15000000000000036,9.868,0.002343463852198755
CRISPH222P_PreISO011,#2 (Mono - Tx Red),0.31,0.48,0.009557786629472088,0.27999999999999997,0.39099999999999996,0.7161125319693095,0.16999999999999998,0.701,0.001837137977915967
CRISPH222P_PreISO011,#2 (Mono - Tx Red),0.791,0.911,0.0089016054461343,0.21999999999999986,0.31999999999999995,0.6874999999999997,0.12,1.111,0.0016391768593346547
CRISPH222P_PreISO011,#2 (Mono - Tx Red),1.201,1.361,0.009472215561061027,0.2999999999999998,0.3799999999999999,0.7894736842105261,0.15999999999999992,1.581,0.0015891564270916637
CRISPH222P_PreISO011,#2 (Mono - Tx Red),1.701,1.791,0.009302915676517025,0.22099999999999986,0.31099999999999994,0.7106109324758839,0.08999999999999986,2.012,0.0015024995393002594
CRISPH222P_PreISO011,#2 (Mono - Tx Red),2.142,2.272,0.01034689709475505,0.27,0.3500000000000001,0.7714285714285712,0.1299999999999999,2.492,0.0013022028365661446
CRISPH222P_PreISO011,#2 (Mono - Tx Red),2.612,2.732,0.009658701541150396,0.2799999999999998,0.4099999999999997,0.6829268292682927,0.1200000000000001,3.022,0.0011250572415867914
CRISPH222P_PreISO011,#2 (Mono - Tx Red),3.052,3.212,0.009562790463773901,0.30100000000000016,0.41100000000000003,0.7323600973236013,0.16000000000000014,3.463,0.0015489923650305135
CRISPH222P_PreISO011,#2 (Mono - Tx Red),3.543,3.683,0.01008364530281416,0.2599999999999998,0.3599999999999999,0.7222222222222219,0.13999999999999968,3.903,0.001851330077266452
CRISPH222P_PreISO011,#2 (Mono - Tx Red),4.023,4.113,0.009539866853404876,0.2600000000000007,0.3600000000000003,0.7222222222222234,0.09000000000000075,4.383,0.0016058254206222716
CRISPH222P_PreISO011,#2 (Mono - Tx Red),4.463,4.584,0.008945021621089387,0.24099999999999966,0.3309999999999995,0.7280966767371602,0.12099999999999955,4.794,0.002201464422062878
CRISPH222P_PreISO011,#2 (Mono - Tx Red),4.944,5.054,0.009659808154150908,0.2599999999999998,0.3200000000000003,0.8124999999999987,0.11000000000000032,5.264,0.0018642480871923091
CRISPH222P_PreISO011,#2 (Mono - Tx Red),5.404,5.544,0.009116911032423285,0.2400000000000002,0.3100000000000005,0.7741935483870962,0.13999999999999968,5.714,0.0019641922163338146
CRISPH222P_PreISO011,#2 (Mono - Tx Red),5.854,5.985,0.009651295116019407,0.2709999999999999,0.36099999999999977,0.7506925207756235,0.13100000000000023,6.215,0.0018287706116968476
CRISPH222P_PreISO011,#2 (Mono - Tx Red),6.285,6.435,0.009460931292479371,0.2699999999999996,0.3700000000000001,0.7297297297297284,0.14999999999999947,6.655,0.0015703167063727615
CRISPH222P_PreISO011,#2 (Mono - Tx Red),6.745,6.885,0.00943475455105518,0.25,0.33999999999999986,0.7352941176470591,0.13999999999999968,7.085,0.0016890379027710827
CRISPH222P_PreISO011,#2 (Mono - Tx Red),7.195,7.326,0.009384696300048215,0.2610000000000001,0.351,0.743589743589744,0.13099999999999934,7.546,0.0014166720909112502
CRISPH222P_PreISO011,#2 (Mono - Tx Red),7.696,7.786,0.01057983498803056,0.25,0.33000000000000007,0.7575757575757575,0.08999999999999986,8.026,0.001214824433062444
CRISPH222P_PreISO011,#2 (Mono - Tx Red),8.136,8.256,0.009560256980878442,0.2400000000000002,0.3500000000000014,0.6857142857142835,0.120000000000001,8.486,0.0018229196385123971
CRISPH222P_PreISO011,#2 (Mono - Tx Red),9.047,9.187,0.009297653571436219,0.2599999999999998,0.33999999999999986,0.7647058823529409,0.1399999999999988,9.387,0.0023368706590636565
CRISPH222P_PreISO011,#2 (Mono - Tx Red),9.517,9.677,0.009979175229342663,0.29100000000000037,0.35100000000000087,0.8290598290598281,0.16000000000000014,9.868,0.0019646419672767826
CRISPH222P_PreISO011,#3 (Mono - Tx Red),0.33,0.44,0.008527327803001632,0.25999999999999995,0.37099999999999994,0.7008086253369272,0.10999999999999999,0.701,0.0016687043914263024
CRISPH222P_PreISO011,#3 (Mono - Tx Red),0.781,0.891,0.008788772157582232,0.21999999999999986,0.33999999999999997,0.6470588235294115,0.10999999999999999,1.121,0.0019770043594427686
CRISPH222P_PreISO011,#3 (Mono - Tx Red),1.201,1.351,0.008952204679793074,0.28,0.3899999999999999,0.7179487179487182,0.1499999999999999,1.591,0.0019055594246223501
CRISPH222P_PreISO011,#3 (Mono - Tx Red),1.691,1.791,0.008602412613271954,0.21999999999999997,0.2809999999999999,0.7829181494661923,0.09999999999999987,1.972,0.002004877898520913
CRISPH222P_PreISO011,#3 (Mono - Tx Red),2.162,2.272,0.008782643057427226,0.25,0.30000000000000027,0.8333333333333326,0.10999999999999988,2.462,0.0018781599768968585
CRISPH222P_PreISO011,#3 (Mono - Tx Red),2.622,2.742,0.009502920009532448,0.26000000000000023,0.3400000000000003,0.7647058823529411,0.1200000000000001,2.962,0.0017154222396136704
CRISPH222P_PreISO011,#3 (Mono - Tx Red),3.092,3.182,0.009477906680329945,0.2509999999999999,0.4209999999999998,0.5961995249406176,0.08999999999999986,3.513,0.0016676058052292986
CRISPH222P_PreISO011,#3 (Mono - Tx Red),3.533,3.673,0.010158315418073433,0.26000000000000023,0.3599999999999999,0.7222222222222231,0.14000000000000012,3.893,0.0017781245156775604
CRISPH222P_PreISO011,#3 (Mono - Tx Red),3.973,4.103,0.008324743996435489,0.29000000000000004,0.3700000000000001,0.7837837837837837,0.1299999999999999,4.343,0.0022578240532150195
CRISPH222P_PreISO011,#3 (Mono - Tx Red),4.443,4.584,0.00876599407361436,0.25100000000000033,0.3210000000000006,0.7819314641744544,0.14100000000000001,4.764,0.0020347230596605937
CRISPH222P_PreISO011,#3 (Mono - Tx Red),4.884,5.014,0.008600276311404205,0.3099999999999996,0.3699999999999992,0.8378378378378386,0.1299999999999999,5.254,0.002011891193128412
CRISPH222P_PreISO011,#3 (Mono - Tx Red),5.334,5.504,0.008658359322098292,0.3100000000000005,0.4500000000000002,0.6888888888888898,0.16999999999999993,5.784,0.0018795200544308743
CRISPH222P_PreISO011,#3 (Mono - Tx Red),6.305,6.415,0.008259993648299416,0.2400000000000002,0.3100000000000005,0.7741935483870962,0.11000000000000032,6.615,0.002160190422336277
CRISPH222P_PreISO011,#3 (Mono - Tx Red),6.695,6.855,0.007799949525416244,0.2999999999999998,0.3899999999999997,0.7692307692307694,0.16000000000000014,7.085,0.002116467298500191
CRISPH222P_PreISO011,#3 (Mono - Tx Red),7.206,7.306,0.009260062754948405,0.22999999999999954,0.3699999999999992,0.6216216216216217,0.09999999999999964,7.576,0.0015588318753318312
CRISPH222P_PreISO011,#3 (Mono - Tx Red),7.686,7.786,0.008839181310634459,0.25,0.3100000000000005,0.8064516129032245,0.09999999999999964,7.996,0.001981859380900823
CRISPH222P_PreISO011,#3 (Mono - Tx Red),8.116,8.246,0.009272054546546981,0.2599999999999998,0.42100000000000115,0.6175771971496415,0.13000000000000078,8.537,0.0018488760943809277
CRISPH222P_PreISO011,#3 (Mono - Tx Red),9.067,9.197,0.008774727400528407,0.23000000000000043,0.33000000000000007,0.6969696969696981,0.129999999999999,9.397,0.0019458680665700773
CRISPH222P_PreISO011,#4 (Mono - Tx Red),0.31,0.46,0.008288261564240609,0.27999999999999997,0.39099999999999996,0.7161125319693095,0.15000000000000002,0.701,0.0015565485307723588
CRISPH222P_PreISO011,#4 (Mono - Tx Red),0.781,0.911,0.008058990744560325,0.2499999999999999,0.33999999999999997,0.7352941176470585,0.13,1.121,0.0017393740903564512
CRISPH222P_PreISO011,#4 (Mono - Tx Red),1.191,1.361,0.008659804359825114,0.31999999999999984,0.3899999999999999,0.8205128205128203,0.16999999999999993,1.581,0.0018343306866371882
CRISPH222P_PreISO011,#4 (Mono - Tx Red),1.701,1.811,0.008554870324824004,0.22099999999999986,0.36099999999999977,0.6121883656509696,0.10999999999999988,2.062,0.0013369771878935107
CRISPH222P_PreISO011,#4 (Mono - Tx Red),2.132,2.242,0.009306908959354614,0.2799999999999998,0.41999999999999993,0.6666666666666663,0.10999999999999988,2.552,0.0014668059142644604
CRISPH222P_PreISO011,#4 (Mono - Tx Red),2.622,2.732,0.009707925845776528,0.27,0.3799999999999999,0.7105263157894739,0.11000000000000032,3.002,0.0013553869119859827
CRISPH222P_PreISO011,#4 (Mono - Tx Red),3.092,3.212,0.009172319531551584,0.2709999999999999,0.43100000000000005,0.6287703016241296,0.1200000000000001,3.523,0.0015444734388236957
CRISPH222P_PreISO011,#4 (Mono - Tx Red),3.573,3.683,0.009023231121199335,0.22999999999999998,0.33000000000000007,0.6969696969696968,0.10999999999999988,3.903,0.002159209654690587
CRISPH222P_PreISO011,#4 (Mono - Tx Red),4.013,4.113,0.008359796576272279,0.27000000000000046,0.33000000000000007,0.8181818181818195,0.10000000000000053,4.343,0.0018635634218134535
CRISPH222P_PreISO011,#4 (Mono - Tx Red),4.483,4.594,0.008730072518447572,0.22100000000000009,0.3210000000000006,0.6884735202492202,0.11100000000000065,4.804,0.0019133076276960455
CRISPH222P_PreISO011,#4 (Mono - Tx Red),4.944,5.054,0.00898907023386846,0.2599999999999998,0.33000000000000007,0.7878787878787871,0.11000000000000032,5.274,0.0020951503786676125
CRISPH222P_PreISO011,#4 (Mono - Tx Red),5.374,5.554,0.008495559139450229,0.28000000000000025,0.3600000000000003,0.7777777777777778,0.1800000000000006,5.734,0.0019278499878584978
CRISPH222P_PreISO011,#4 (Mono - Tx Red),5.854,5.975,0.008784473171184429,0.2709999999999999,0.351,0.7720797720797719,0.12099999999999955,6.205,0.002024682655813597
CRISPH222P_PreISO011,#4 (Mono - Tx Red),6.315,6.435,0.008290164168629233,0.2599999999999998,0.33999999999999986,0.7647058823529409,0.11999999999999922,6.655,0.0019951006817142073
CRISPH222P_PreISO011,#4 (Mono - Tx Red),6.705,6.875,0.008392728014084626,0.2999999999999998,0.3799999999999999,0.7894736842105261,0.16999999999999993,7.085,0.0020661383248175196
CRISPH222P_PreISO011,#4 (Mono - Tx Red),7.216,7.316,0.009530427015789197,0.2400000000000002,0.33000000000000007,0.7272727272727277,0.09999999999999964,7.546,0.0018640457655753973
CRISPH222P_PreISO011,#4 (Mono - Tx Red),7.696,7.786,0.009486613951208794,0.25,0.3200000000000003,0.7812499999999993,0.08999999999999986,8.016,0.0017819679309873933
CRISPH222P_PreISO011,#4 (Mono - Tx Red),8.146,8.246,0.008897687209526816,0.23999999999999844,0.4009999999999998,0.5985037406483754,0.09999999999999964,8.547,0.0018269110875313859
CRISPH222P_PreISO011,#4 (Mono - Tx Red),8.697,8.757,0.008445377118545433,0.19000000000000128,0.25,0.7600000000000051,0.0600000000000005,8.947,0.002062451817938329
CRISPH222P_PreISO011,#4 (Mono - Tx Red),9.047,9.187,0.008971980880178821,0.2599999999999998,0.34999999999999964,0.742857142857143,0.1399999999999988,9.397,0.0013714664816281853
CRISPH222P_PreISO011,#4 (Mono - Tx Red),9.517,9.667,0.009428107668513194,0.29100000000000037,0.391,0.7442455242966761,0.15000000000000036,9.908,0.0020563278372694458
CRISPH222P_PreISO011,#5 (Mono - Tx Red),0.3,0.44,0.00942659422122414,0.27999999999999997,0.36100000000000004,0.7756232686980608,0.14,0.661,0.002218311133817691
CRISPH222P_PreISO011,#5 (Mono - Tx Red),0.781,0.901,0.009286477876984209,0.22999999999999987,0.2899999999999999,0.7931034482758619,0.12,1.071,0.0018831285140778458
CRISPH222P_PreISO011,#5 (Mono - Tx Red),1.221,1.331,0.009789373622477525,0.27,0.41999999999999993,0.642857142857143,0.10999999999999988,1.641,0.001555722638244315
CRISPH222P_PreISO011,#5 (Mono - Tx Red),1.691,1.821,0.009267142341999855,0.21999999999999997,0.35099999999999976,0.6267806267806272,0.1299999999999999,2.042,0.0015648608488423275
CRISPH222P_PreISO011,#5 (Mono - Tx Red),2.132,2.282,0.00983852299279228,0.2799999999999998,0.3799999999999999,0.7368421052631576,0.1499999999999999,2.512,0.001757039298979413
CRISPH222P_PreISO011,#5 (Mono - Tx Red),2.632,2.742,0.009665487895799683,0.23999999999999977,0.31000000000000005,0.7741935483870959,0.10999999999999988,2.942,0.001868785708392124
CRISPH222P_PreISO011,#5 (Mono - Tx Red),3.052,3.192,0.00982169277779461,0.30100000000000016,0.371,0.8113207547169815,0.14000000000000012,3.423,0.0017293737614198447
CRISPH222P_PreISO011,#5 (Mono - Tx Red),3.513,3.673,0.011351354565177333,0.29000000000000004,0.3900000000000001,0.7435897435897434,0.16000000000000014,3.903,0.0017558546599301095
